CONTESTO,FRASE,REF,ORIGINALE,TRADUZIONE AUTOMATICA DEEPL,REF,ACCORDO,,,,,https://github.com/amazon-science/machine-translation-gender-eval/blob/main/data/context/geneval-context-wikiprofessions-2to1-dev.en_de.en#L3
The lyrics are easier to understand and less cryptic than her previous albums. <sep> ,"Although some themes dear to the artist are addressed in Anamorphosée, sadness and pain are much less present in this album which is more about the spirituality (Buddhism).",F,"Obwohl einiger der Themen, die der Künstlerin am Herzen liegen, in Anamorphosée auftauchen, sind Trauer und Schmerz in diesem Album, das sich mehr mit Spiritualität auseinandersetzt (Buddhismus), weniger vertreten.","Obwohl einige Themen, die dem Künstler am Herzen liegen, in Anamorphosée angesprochen werden, sind Traurigkeit und Schmerz in diesem Album, das sich mehr mit der Spiritualität (Buddhismus) befasst, viel weniger präsent.",M,N,,,,,
She continued co-editing the journal until February 1927. <sep> ,Gollock was also Secretary of the Board of Study for the Preparation of Missionaries.,F,Gollock war außerdem Ministerin des Studienausschusses für die Ausbildung von Missionaren.,Gollock war auch Sekretär des Studienausschusses für die Vorbereitung von Missionaren.,M,N,,,,,
"On television, she appeared in an episode of Mama's Family in which she was a member of an all-female band called The Bonecrushers. <sep> ","The single was structured toward an early-1990s dance sound and featured sexually suggestive lyrics, representing another change in direction for the artist.",F,"Die Single ging in Richtung Dance-Sounds der früher 1990er Jahre und hatte einen sexuell anzüglichen Text, was erneut zu einem Richtungswechsel der Künstlerin führte.","Die Single war in Richtung eines Dance-Sounds der frühen 1990er Jahre strukturiert und enthielt sexuell anzügliche Texte, was einen weiteren Richtungswechsel für den Künstler darstellte.",M,N,,,,,
Chiziane's writing has often been defined as political and feminist. <sep> ,Writing for this author is a mission.,F,Für diese Autorin ist das Schreiben eine Mission.,Für diesen Autor zu schreiben ist eine Mission.,M,N,,,,,
The successful publication of the short story also won her acclaim in the literary circles of her time. <sep> ,"They were impressed with the author's goal, which was to dig into the commonplace, this vulgar American life, and see what is in it.",F,"Sie waren beeindruckt von dem Ziel der Autorin, nämlich in das Alltägliche, das vulgäre amerikanische Leben einzudringen und zu sehen, was dahinter steckt.","Sie waren beeindruckt von dem Ziel des Autors, sich in das Alltägliche, das vulgäre amerikanische Leben, hineinzudenken und zu sehen, was darin steckt.",M,N,,,,,
"In 1993, she earned a Master of Fine Arts degree in creative writing from Brown University <sep> ","The literary journal Granta asked booksellers, librarians, and literary critics to nominate who they believed to be the country's best young author.",F,"Die Literaturzeitschrift Granta bat Buchhändler, Bibliothekare und Literaturkritiker, die in ihren Augen beste junge Autorin des Landes zu nominieren.","Die Literaturzeitschrift Granta bat Buchhändler, Bibliothekare und Literaturkritiker, den ihrer Meinung nach besten jungen Autor des Landes zu nominieren.",M,N,,,,,
"A New York Sun editorial on May 20, 2003, questioned Weingarten's focus on this issue and challenged her argument that class size is a critical factor in learning, noting that America has been reducing class sizes steadily for the last half century, with little to show in results. <sep> ","Weingarten has been a staunch supporter of the LIFO policy (last in, first out), otherwise known as teacher seniority.",F,"Weingarten ist eine entschiedene Verfechterin der LIFO-Politik (""last in, first out""), Dienstälteste werden also bevorzugt.","Weingarten ist ein überzeugter Verfechter der LIFO-Politik (last in, first out), auch bekannt als Dienstalter der Lehrer.",M,N,,,,,
"A Conservative federal government, led by Progressive Conservative Prime Minister Brian Mulroney, introduced Bill C-43, which would punish doctors with prison terms if they performed abortions for women whose health was not at risk. <sep> ","It was not yet law, but within a week a 20-year-old university student bled to death in residence from a self-induced coat hanger abortion.",F,"Das Gesetzt war noch nicht in Kraft getreten, doch schon innerhalb einer Woche verblutete eine Studentin im Studentenwohnheim aufgrund einer im Alleingang durchgeführten Abtreibung mit einem Kleiderbügel.","Es war noch kein Gesetz, aber innerhalb einer Woche verblutete eine 20-jährige Studentin in ihrem Wohnheim an einer selbst durchgeführten Kleiderbügel-Abtreibung.",F,Y,,,,,
DooLittle began her career as a peepshow girl in New York's Times Square in the 1980s. <sep> ,"DooLittle spent three years working on staff as a sex educator with the feminist sex toys store Babeland, holding the position of Education Coordinator and Lead Workshop Facilitator.",F,"DooLittle arbeitete drei Jahre als Sexualpädagogin für den feministischen Sexspielzeugladen Babeland, wo sie als Bildungskoordinatorin und Workshop-Leiterin tätig war.","DooLittle arbeitete drei Jahre lang als Sexualpädagogin für den feministischen Sexspielzeugladen Babeland, wo sie die Position der Bildungskoordinatorin und der leitenden Workshop-Leiterin innehatte.",F,Y,,,,,
"Work on them will be funded using Patreon, as mentioned in her blog. (as Michelle Sagara, Luna Books) Kaylin is a young woman with a complicated history. <sep> ","The books tend to be more procedural than the author's other novels, but with an underlying, driving plot.",F,"Die Bücher sind eher prozessorientiert verglichen mit anderen Romanen der Autorin, aber ihnen liegt ebenfalls eine treibende Handlung zugrunde.","Die Bücher sind eher prozessorientiert als die anderen Romane der Autorin, aber mit einer zugrunde liegenden, treibenden Handlung.",F,Y,,,,,
"In 1963, she worked alongside Germaine Derbecq to create her second exhibition Cascaras (Shells). <sep> ","According to the artist, these sculptures held the vibrations of the body it once held.",F,"Laut der Künstlerin tragen diese Skulpturen die Schwingungen des Körpers, den sie einst hielten.","Nach Angaben des Künstlers halten diese Skulpturen die Schwingungen des Körpers fest, den er einst trug.",M,N,,,,,
"A Teach First recruit has said the experience left her feeling expendable, saying the Teach First leadership were more focussed on expansion rather than the experience of recruits in a survival of the fittest atmosphere. <sep> ","Teach First had a 92% retention rate of recruits in 2012, with the recruit earning a good teacher label by observers.",F,"Teach First hatte im Jahr 2012 eine Verbleibsquote von 92% der eingestellten Lehrerinnen, die von Beratern für geeignete Lehrkräfte gehalten wurden.","Teach First hatte im Jahr 2012 eine Einstellungsquote von 92 %, wobei der eingestellte Lehrer von Beobachtern als guter Lehrer eingestuft wurde.",M,N,,,,,
Her younger brother said that she was suspected to be affected by work pressure before her death and that the principal had many unreasonable demands. <sep> ,"Moreover, the principal did not propose a suicide treatment plan or condolences for the teacher’s family.",F,Darüber hinaus schlug der Direktor weder einen Betreuungsplan aufgrund des Suizids noch Beileidsbekundungen für die Familie der Lehrerin vor.,Außerdem schlug der Schulleiter weder einen Behandlungsplan für den Suizid noch Beileidsbekundungen für die Familie des Lehrers vor.,M,N,,,,,
"Between 2007-2010, Drexler worked on a series in which the imagery became more abstract, leading her to her current body of abstraction. <sep> ","These are rare works, which show an artist struggling with and for the spirit.”",F,"Das sind seltene Werke, die eine Künstlerin zeigen, die mit dem und für den Verstand kämpft.","Dies sind seltene Werke, die zeigen, dass ein Künstler mit und für den Geist kämpft.""",M,N,,,,,
"Hinton received the inaugural 1988 Margaret A. Edwards Award from the American YA librarians, citing her first four YA novels, which had been published from 1967 to 1979 and adapted as films from 1982 to 1985. <sep>","The annual award recognizes one author of books published in the U.S., and specified works taken to heart by young adults over a period of years, providing an 'authentic voice that continues to illuminate their experiences and emotions, giving insight into their lives'.",F,"Der Preis wird jedes Jahr an eine Autorin eines in den USA erschienen Buches verliehen und zeichnet Werke aus, die junge Erwachsene über Jahre hinweg ins Herz geschlossen haben und die eine authentische Stimme haben, die ihre Erfahrungen und Emotionen beleuchten und Einblicke in ihr Leben gewährt.","Mit der jährlichen Auszeichnung wird ein Autor von in den USA veröffentlichten Büchern gewürdigt, und es werden Werke genannt, die sich junge Erwachsene über einen Zeitraum von mehreren Jahren zu Herzen genommen haben und die eine ""authentische Stimme haben, die ihre Erfahrungen und Emotionen immer wieder beleuchtet und einen Einblick in ihr Leben gibt"".",M,N,,,,,
"After a series of miscarriages, she underwent surgery to remove a fibroid tumor. <sep> ","Although still weak from surgery, Glaspell worked with Cook and friends to start an experimental theatre company, a creative collective.",F,"Obwohl Glaspell noch von der Operation geschwächt war, arbeitete sie mit Cook und Freunden daran, eine experimentelle Theatergruppe, ein kreatives Kollektiv, zu gründen.","Obwohl noch geschwächt von der Operation, arbeitete Glaspell mit Cook und Freunden zusammen, um eine experimentelle Theatergruppe, ein kreatives Kollektiv, zu gründen.",N/D,A,,,,,
"From 2000 to 2003, she served as mayor of Stratford, Ontario. <sep>",Haslam was a teacher and librarian before entering public life.,F,"Haslam war Lehrerin und Bibliothekarin, bevor sie ins öffentliche Leben eintrat.","Haslam war Lehrer und Bibliothekar, bevor er ins öffentliche Leben trat.",M,N,,,,,
"Toyen, along with women of the avant-garde movement such as Natalia Goncharova and Zinaida Gippius called these boundaries to light, then actively transcended them by adopting masculine attributes. <sep> ",The artist often addressed gender and sexuality in humorous and fantasy-erotic illustrations.,F,Die Künstlerin thematisierte häufig in humorvollen und fantasievoll-erotischen Illustrationen das soziale Geschlecht und Sexualität.,Die Künstlerin thematisierte Geschlecht und Sexualität häufig in humorvollen und fantasievoll-erotischen Illustrationen.,F,Y,,,,,
"While her work often includes imagery such as tea parties, and children's cartoon characters, Buffalohead has said that the work is intended to be unsettling. <sep> ","Buffalohead is a mixed media artist, and works in many different mediums, including oil paints, birch bark, porcupine quills, and printmaking.",F,"Buffalohead ist eine Künstlerin, die mit verschiedenen Techniken arbeitet und verschiedene Materialien verwendet, darunter Ölfarben, Birkenrinde, Stachelschweinborsten und Drucktechniken.","Buffalohead ist ein Mixed-Media-Künstler und arbeitet mit vielen verschiedenen Medien, darunter Ölfarben, Birkenrinde, Stachelschweinfedern und Drucktechniken.",M,N,,,,,
"By personalizing her online activity, creating an experience, engaging, and providing exclusivity to her fans through social media marketing, Lady Gaga was able to achieve incredible levels of success with her music career. <sep> ","(The less developed the artist and more experienced the manager, the higher the commission.)",F,"(Je weniger gefestigt die Künstlerin und je erfahrener der Manager ist, desto höher die Provision.)","(Je weniger entwickelt der Künstler und je erfahrener der Manager, desto höher der Auftrag).",M,N,,,,,
"While it must be admitted that the secret, when disclosed, smacks rather of The Thousand and One Nights than of modern international rivalry for scientific talents, it may surely be excused on the ground that it provides Mrs Christie with a story-tellers holiday from the rigours of detective fiction. <sep>","Readers may regret the absence of the tonic logicalities of crime's unravelling – though clues are not altogether missing – for the secret service story belongs largely to Adventure, but in their place is the author's obvious pleasure in the wider horizons of the more romantic genre.",F,"Die Leser bedauern vielleicht das Fehlen einer spannenden Logik bei der Aufdeckung von Verbrechen – obwohl es nicht gänzlich an ""Hinweisen"" fehlt –, denn die Geheimdienstgeschichte ordnet sich größtenteils dem Abenteuergenre zu, wobei an anderer Stelle durchaus die offensichtliche Freude der Autorin am romantischen Genere in den Vordergrund tritt.","Der Leser mag bedauern, dass die Logik der Aufdeckung von Verbrechen fehlt - obwohl Hinweise nicht gänzlich fehlen -, denn die Geheimdienstgeschichte gehört größtenteils zum Abenteuer, aber stattdessen ist die Freude des Autors an den weiten Horizonten des romantischen Genres offensichtlich.",M,N,,,,,
